,ID,DATAEN,TYPE,ISSUES,GROUPID,IDEngineTakts,ProdPhase,IDLTA,IDProject,MGMT,REPETITIVE,CLOSING_DATE,Deleted,WorkedTime,IDEnginePL,IDSUBASSEMBLYACTIVITY,EBID.ID,IDISSUE,dataupdate,CAUSES,SOLUTIONS,IDResponsible,DUEDATE,STATUS_P,STATUS_D,STATUS_C,STATUS_A,LONG_TERM_ACTION,IDDevice,ExpirationDate,OriginDept,QT,ChargedDepartment,CauseDeptGeneric,EBIDT.ID,TRISGroup,OrderGroup,IssueOrder,Location,System,Cause,TRType,IssueType,EBIDT.ChargedDepartment,VerificationResponsible,PictureBefore,PictureAfter,Status,StatusNote,InternalNotes,QuantityFactor,TimeFactor,RiskFactor,Component,IssueSubType,DateClosureAgreed,DateClosureConfirmed,IssueSubSubType,ClosedAccepted,ClosurePhotoNeeded,ShipyardCheck,CommentNotCA,QT09,VOR,ImplementationNote,MeasureTaken,CauseDepartment,QTChecked,QTDeviceID,UpdateNumber,ResolutionOrder,ItemLongText,TaskLongText,TaskOwner,TaskOwnerSAP,DATA,PP,RESPONSIBLE,Magnitude,EngineNr,IDEngineProduction,TAKT_Nr,Activity_Nr,EngineType
3325,3423,2018-03-27,TR,Foro da tappare in hot box zona cilindro B9 (in comunicazione con carter...).,6.0,43427.0,,,,0,0,2018-03-27,0,0.0,,,11746,3423,2018-03-27 10:42:50,,Tappato.,1.0,,1,1,1,1,0,133.0,,,,Assembly,,336.0,195.0,2.0,2.0,HOT BOX,MAIN COMPONENTS,Wrong assembly,Missing component,2,Assembly,,,,,,,1,1.0,1.0,,0.0,,,null,,,0.0,,,,,,,,,,,,,,,27/03/2018,TR, CAPO TURNO,1.0,15.MA0343876 SPP/P17407.1.S.FS2-P111 SUNDT RICE PO,779.0,3,1,W18V50SG
3326,3424,2018-03-27,L4,MANCANO VITI PAAF 055771 X 27 PEZZI (CASSA POMPE),3.0,42131.0,,,,0,0,2018-05-14,0,1800.0,,,14154,3424,2018-05-14 13:01:14,,"SONO SETTATE IN ATK9 DEL MONTAGGIO, SONO ANDATO A PRENDERLE IN AREA KIT DAL P121 PERCHE' IL KIT PER IL 122 NON ERA ANCORA PRONTO.  PER CORTESIA SPOSTARE LA DESTINAZIONE, E' UN PROBLEMA RIPETITIVO. SETTAGGIO MODIFICATO.",3.0,G,1,1,1,1,0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2018,HP, METODISTA,,15.MA0338865 SP/03147.2.S.FS1-P122 FINCANTIERI,755.0,6,T,W14V46F
3327,3425,2018-03-27,L4,MANCANTI END COVER PAAE008598.      END COVER PAAE016070      (COSLEVAZ) CONTROLLATO A MAG.  PAAE008598. QUANTITA GIUSTE A MAG.  END COVER PAAE016070   2 PZ IN BLC.  CMQ SONO MANCANTI TUTTI E 2 GLI END-COVER. (SCHIRALDI).,3.0,42166.0,,,,0,0,2018-04-26,0,0.0,,,13221,3425,2018-04-26 14:57:44,,"In attesa del PAAE016070 che era stato smarrito dalla qualità
da ver arrive Ciesse 13-16/4 in DCT ",67.0,U,1,1,1,1,0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2018,HP, Gambar,,15.MA0338865 SP/03147.2.S.FS1-P122 FINCANTIERI,755.0,11,2,W14V46F
3328,3426,2018-03-27,L4,MANCANO I TRONCHETTI DELLE CAMME. PAAF448493  9 PEZZI.,3.0,42600.0,,,,0,0,2018-03-29,0,0.0,,,11872,3426,2018-03-29 08:45:53,,"stk 21+27pz 
IN ATTESA DELLA CONSEGNA DA PARTE DELLA LOGISTICA(Petronio arrivati 27.03.2018)",15.0,U,1,1,1,1,0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2018,HP, Cipolat,,15.MA0344013 SPP/P17048.1.S.FS2-P112 GAZIPUR 100 (,764.0,4,Q,W18V50
3329,3427,2018-03-27,L4,MANCANI I TRONCHETTI CAMME LATO B : PAAF468867. 9 PEZZI. ,3.0,42603.0,,,,0,0,2018-03-29,0,0.0,,,11871,3427,2018-03-29 08:45:47,,"stk 21+27pz 
IN ATTESA CONSEGNA DA PARTE DELLA LOGISTICA( Petronio  mancanti ). ARRIVATI 27-03.",15.0,U,1,1,1,1,0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2018,HP, Cipolat,,15.MA0344013 SPP/P17048.1.S.FS2-P112 GAZIPUR 100 (,764.0,5,Q,W18V50
3330,3428,2018-03-27,L1,KIT ATK 25 SETTATO ERRONEAMENTE IN MAIN ASSEMBLY,5.0,42876.0,,,,0,0,2018-04-18,0,72000.0,,,15096,3428,2018-05-24 11:40:33,ERRORE DEL CONFIGURATORE,SETTARE PARTE DELL'ATK 25 COME COMMESSA FINCANTIERI PRECEDENTE ALLE 6275,11.0,U,1,1,1,1,0,87.0,,SC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2018,SC, ORDER INTAKE,,15.MA0338864 SP/03147.2.S.FS1-P121 FINCANTIERI,771.0,3,1,W14V46F
3331,3429,2018-03-27,R2,"LE RONDELLE DA 20MM ,A DISEGNO, SONO 004840077. (VEDI DIS. PAAR021426)",3.0,42150.0,,,,0,0,2018-04-04,0,0.0,,,12100,3429,2018-04-04 09:49:51,A KIT ARRIVANO PAAC000694.,"AVVISATO IL COLLAUDO. COCIANI.
Stesso problema della segnalazione N°3430.
Distinta motore OK con dis. PAAR021426 in rev.B.
Libro cartaceo NON OK con dis. PAAR021426 in rev.-
Il metodista deve segnalare all' OCE che aggiorni il disegno.
INFORMARSI PRIMA DI SCRVERE COMMENTI (BRESSAN).
LE ISTRUZIONI ALLA CANON PER QUANTO RIGUARDA QUESTO DISEGNO ERANO GIà STATE AGGIORNATE RECENTEMENTE (MENO DI UN MESE FA) (LAURA)",4.0,G,1,1,1,1,0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2018,HP, TEAM LEADER,,15.MA0338865 SP/03147.2.S.FS1-P122 FINCANTIERI,755.0,9,1,W14V46F
3332,3430,2018-03-27,M,"IL DISEGNO,NEL LIBRO, è VECCHIO : PAAR021426.",3.0,42151.0,,,,0,0,2018-03-28,0,0.0,,,11838,3430,2018-03-28 10:36:57,è IN REVISIONE -,"STAMPATO SCHIRALDI IN REVISIONE B. DA INFORMARE L'OCE.
ISTRUZIONI CANON AGGIORNATE (LAURA - 28.03)",3.0,C,1,1,1,1,0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2018,HP, METODISTA,,15.MA0338865 SP/03147.2.S.FS1-P122 FINCANTIERI,755.0,9,2,W14V46F
3333,3431,2018-03-27,L4,per poter montare la water connection paar065102 del disegno daar023795 ci pncano i particolari:n.2 paar067306 e n.4 paar065106,3.0,43020.0,,,,0,0,2018-04-05,0,0.0,,,12175,3431,2018-04-05 07:12:23,,,5.0,U,1,1,1,1,0,108.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2018,AA, LOGISTICA,,15.MA0338264 SP/03102.1.S.FS1-P111 FSG 774,773.0,"9
",1,W8L46DF
3334,3432,2018-03-27,L4,non consegnato il pezzo 0013b022400 coperchio reggispinta asse a camme del disegno daaf387960,3.0,42978.0,,,,0,0,2018-04-09,0,0.0,,,12345,3432,2018-04-09 09:17:20,,"monitorato nei critici MRR spd 06/4 al meglio da ILMEC, trasporto dedicato  ,STK ",67.0,U,1,1,1,1,0,28.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2018,AA, Gambar,,15.MA0338264 SP/03102.1.S.FS1-P111 FSG 774,773.0,2,3,W8L46DF
3335,3433,2018-03-27,R1,ATTESA OK COLLAUDO.,3.0,43487.0,,,,0,0,2018-03-28,0,0.0,,,11816,3433,2018-03-28 09:23:19,,OK ALLE 15.00,,D,1,1,1,1,0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2018,HP, ,,15.MA0338265 SP/03102.1.S.FS1-P121 FSG 774,781.0,1,Q,W6L46DF
3336,3434,2018-03-27,L4,MANCANTE UN TUBO PILOTINA PAAF630866 (PILOTINA NUMERO 9)(COSLEVAZ) CONSEGNATA A RIZZI-CINCOPAN,3.0,42658.0,,,,0,0,2018-03-28,0,0.0,,,11856,3434,2018-03-28 17:18:29,RIF. RIZZI,PILOTINA CONSEGNATA AREA PREMONTAGGI 28.03,15.0,U,1,1,1,1,0,119.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27/03/2018,HP, Cipolat,,15.MA0344013 SPP/P17048.1.S.FS2-P112 GAZIPUR 100 (,764.0,14,2,W18V50
3337,3435,2018-03-28,TR,"Noted leakage:
- between pump and guideblock in all of them;
- on area A1 and B1 close to the drain channel;
- oil over the cover of the push rod guard;
- a trace of oil on injection pump A6;
- oil on top of the governor;",6.0,41023.0,,,,0,0,,0,0.0,,,11761,3435,2018-03-28 07:15:52,,,491.0,,0,0,0,0,0,133.0,,,,,,337.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,0.0,,,PR,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3338,3436,2018-03-28,TR,"Noted black spot on the TC side (insulation).
To be cleaned before delivery.",6.0,41023.0,,,,0,0,,0,0.0,,,11762,3436,2018-03-28 07:16:12,,,491.0,,0,0,0,0,0,133.0,,,,,,338.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,0.0,,,PR,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3339,3437,2018-03-28,TR,Minor smoke observed on safety valve at high load (110% load).,6.0,41023.0,,,,0,0,,0,0.0,,,11763,3437,2018-03-28 07:16:31,,,491.0,,0,0,0,0,0,133.0,,,,,,339.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,0.0,,,PR,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3340,3438,2018-03-28,TR,"Cable penetration for STX electrical connection is currently according to Wartsila standard:  clarification is on going and modification, if needed, to be done accordingly.",6.0,41023.0,,,,0,0,,0,0.0,,,11764,3438,2018-03-28 07:16:56,,,491.0,,0,0,0,0,0,133.0,,,,,,340.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,0.0,,,CR,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3341,3439,2018-03-28,TR,Noted contact between Exaust gas temperature sensor cable on cyinder heads and cylinder head stud covers. ,6.0,41023.0,,,,0,0,,0,0.0,,,11765,3439,2018-03-28 07:17:19,,,491.0,,0,0,0,0,0,133.0,,,,,,341.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,0.0,,,PR,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3342,3440,2018-03-28,TR,Flexible pipe for HT air vent to be clamped.,6.0,41023.0,,,,0,0,,0,0.0,,,11766,3440,2018-03-28 07:17:36,,,491.0,,0,0,0,0,0,133.0,,,,,,342.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,0.0,,,PR,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3343,3441,2018-03-28,TR,Exhaust waste gate valve missing local indication.,6.0,41023.0,,,,0,0,,0,0.0,,,11767,3441,2018-03-28 07:17:52,,,491.0,,0,0,0,0,0,133.0,,,,,,343.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,0.0,,,CR,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3344,3442,2018-03-28,TR,Air waste gate valve missing local indication.,6.0,41023.0,,,,0,0,,0,0.0,,,11768,3442,2018-03-28 07:18:07,,,491.0,,0,0,0,0,0,133.0,,,,,,344.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,0.0,,,CR,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3345,3443,2018-03-28,TR,"Crankcase pressure at time of FAT noted not stable, to be confirmed during commissioning.",6.0,41023.0,,,,0,0,,0,0.0,,,11769,3443,2018-03-28 07:18:28,,,491.0,,0,0,0,0,0,133.0,,,,,,345.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,0.0,,,PR,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3346,3444,2018-03-28,TR,Noted one rubber element (resilient) A17 in middle position that has got an extension on rubber (inside).,6.0,41023.0,,,,0,0,,0,0.0,,,11770,3444,2018-03-28 07:18:42,,,491.0,,0,0,0,0,0,133.0,,,,,,346.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,0.0,,,PR,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3347,3445,2018-03-28,TR,Noted on the Local Display Unit that when try to change the page previus page is blocked.,6.0,41023.0,,,,0,0,,0,0.0,,,11771,3445,2018-03-28 07:19:01,,,491.0,,0,0,0,0,0,133.0,,,,,,347.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,0.0,,,PR,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3348,3446,2018-03-28,TR,Flexible pipe coming out from Wastegate to be clamped.,6.0,41023.0,,,,0,0,,0,0.0,,,11772,3446,2018-03-28 07:19:22,,,491.0,,0,0,0,0,0,133.0,,,,,,348.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,0.0,,,PR,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3349,3447,2018-03-28,TR,Noted contact between splash guard and air pipe (pump cover area),6.0,41023.0,,,,0,0,,0,0.0,,,11773,3447,2018-03-28 07:19:38,,,491.0,,0,0,0,0,0,133.0,,,,,,349.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,0.0,,,PR,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3350,3448,2018-03-28,TR,The bending radius of air receiver temperature sensor to be checked and fixed,6.0,41023.0,,,,0,0,,0,0.0,,,11774,3448,2018-03-28 07:19:54,,,491.0,,0,0,0,0,0,133.0,,,,,,350.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,0.0,,,PR,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3351,3449,2018-03-28,TR,HT temperature sensor cable to check the route and avoid contact with flexible pipes.,6.0,41023.0,,,,0,0,,0,0.0,,,11775,3449,2018-03-28 07:20:14,,,491.0,,0,0,0,0,0,133.0,,,,,,351.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,0.0,,,PR,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3352,3450,2018-03-28,TR,Valves of Drain of the Charge air cooler to be rotated in order to avoid contacts to properly open. ,6.0,41023.0,,,,0,0,,0,0.0,,,11776,3450,2018-03-28 07:20:32,,,491.0,,0,0,0,0,0,133.0,,,,,,352.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,0.0,,,PR,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3353,3451,2018-03-28,TR,Rotate the ball valve of starting air (discharger circuit).,6.0,41023.0,,,,0,0,,0,0.0,,,11777,3451,2018-03-28 07:20:56,,,491.0,,0,0,0,0,0,133.0,,,,,,353.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,0.0,,,PR,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3354,3452,2018-03-28,TR,Temperature sensor cable for MB6 to be properly routed and fixed,6.0,41023.0,,,,0,0,,0,0.0,,,11778,3452,2018-03-28 07:21:11,,,491.0,,0,0,0,0,0,133.0,,,,,,354.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,0.0,,,PR,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3355,3453,2018-03-28,TR,Noted some traces (see photo) on the connecting rod. To check and clean.,6.0,41023.0,,,,0,0,,0,0.0,,,11779,3453,2018-03-28 07:21:28,,,491.0,,0,0,0,0,0,133.0,,,,,,355.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,0.0,,,PR,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3356,3454,2018-03-28,TR,Few minor paint damages found on camshaft chamber A6.,6.0,41023.0,,,,0,0,,0,0.0,,,11780,3454,2018-03-28 07:21:42,,,491.0,,0,0,0,0,0,133.0,,,,,,356.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,0.0,,,PR,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3357,3455,2018-03-28,TR,Found some scratches on timing cam A2.,6.0,41023.0,,,,0,0,,0,0.0,,,11781,3455,2018-03-28 07:21:59,,,491.0,,0,0,0,0,0,133.0,,,,,,357.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,0.0,,,PR,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3358,3456,2018-03-28,TR,Rubber element (silent block) from E34 found corroded and damaged. Additional protection to be agreed between STX and Wartsila in order to prevent same problem.,6.0,41023.0,,,,0,0,,0,0.0,,,11782,3456,2018-03-28 07:22:20,,,491.0,,0,0,0,0,0,133.0,,,,,,358.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,1.0,,,PN,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3359,3457,2018-03-28,TR,"Fuel pump head protection cover noted on present engine, to be clarified the purposes and possible retrofit to E34.",6.0,41023.0,,,,0,0,,0,0.0,,,11783,3457,2018-03-28 07:22:35,,,491.0,,0,0,0,0,0,133.0,,,,,,359.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,1.0,,,PN,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3360,3458,2018-03-28,TR,Centrifugal oil filter handle to be improved or to be changed the type of valve. Refer to E34 claim.,6.0,41023.0,,,,0,0,,0,0.0,,,11784,3458,2018-03-28 07:22:51,,,491.0,,0,0,0,0,0,133.0,,,,,,360.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,1.0,,,PN,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3361,3459,2018-03-28,TR,"HP fuel pump visual internal inspection (either in DCT or at L'Orange) is required after FAT and relevant report to be submitted as soon as available. Inspection will be witnessed by yard and owner representative.
Owner request is one for the first 12V and one for the first 16V in case of inspection at L'Orange; two in case of inspection in DCT. 
In case of further action needed after inspection, steps will be agreed between the part.",6.0,41023.0,,,,0,0,,0,0.0,,,11785,3459,2018-03-28 07:23:08,,,491.0,,0,0,0,0,0,133.0,,,,,,361.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,1.0,,,PN,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3362,3460,2018-03-28,TR,"HP fuel pumps: as previously remark during FAT of F34 and commissioning of E34 issues,  problem is still under evaluation. In case of modification required on a.m. constructions, corrective action to be performed during commissioning of G34.",6.0,41023.0,,,,0,0,,0,0.0,,,11786,3460,2018-03-28 07:23:24,,,491.0,,0,0,0,0,0,133.0,,,,,,362.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,1.0,,,PN,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3363,3461,2018-03-28,TR,Fuel and Lube oil analysis before and after FAT to be done and report to be send at the yard before start the commissioning.,6.0,41023.0,,,,0,0,,0,0.0,,,11787,3461,2018-03-28 07:23:38,,,491.0,,0,0,0,0,0,133.0,,,,,,363.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,1.0,,,PN,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3364,3462,2018-03-28,TR,LT AMOT valve of lube oil cooler to be properly supported due to vibration and failure of E34.,6.0,41023.0,,,,0,0,,0,0.0,,,11788,3462,2018-03-28 07:23:52,,,491.0,,0,0,0,0,0,133.0,,,,,,364.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,1.0,,,PN,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3365,3463,2018-03-28,TR,Relative high exh. gas temperature noted compared with previous engine (E34/F34). Full explanation is required and confirmation that with summer condition will not reach limit value.,6.0,41023.0,,,,0,0,,0,0.0,,,11789,3463,2018-03-28 07:24:08,,,491.0,,0,0,0,0,0,133.0,,,,,,365.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,1.0,,,PN,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3366,3464,2018-03-28,TR,"Oil cooler basement vibration to be  investigated. See also claim about E34 failure of fixation stud.
Check the quality of the L.O.C. bolts and the design lastest applicable standard. Also lube oil cooler vibration has to be checked. (E34 claim CM044A).",6.0,41023.0,,,,0,0,,0,0.0,,,11790,3464,2018-03-28 07:24:25,,,491.0,,0,0,0,0,0,133.0,,,,,,366.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,1.0,,,PN,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3367,3465,2018-03-28,TR,"Hot box doors/covers, locking device to be improved due to failure on E34.",6.0,41023.0,,,,0,0,,0,0.0,,,11791,3465,2018-03-28 07:24:41,,,491.0,,0,0,0,0,0,133.0,,,,,,367.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,1.0,,,PN,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3368,3466,2018-03-28,TR,Splashguard of IN/OUT fuel pipes to be checked during commissioning and improvement of structure to be done due to the failure observed on E34 (claim cm223).,6.0,41023.0,,,,0,0,,0,0.0,,,11792,3466,2018-03-28 07:24:56,,,491.0,,0,0,0,0,0,133.0,,,,,,368.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,1.0,,,PN,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3369,3467,2018-03-28,TR,Wartsila have to provide value (design nominal value) for clean fuel leakage on HFO and LFO at 100%.,6.0,41023.0,,,,0,0,,0,0.0,,,11793,3467,2018-03-28 07:25:11,,,491.0,,0,0,0,0,0,133.0,,,,,,369.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,1.0,,,PN,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3370,3468,2018-03-28,TR,"Labelling:
- to be added the start/stop/slow turing labels;
- yard tag i.e. DPELCP2 to be added on main cabinet (DPELCP1 for DG1, DPELCP3 for DG3, etc).;",6.0,41023.0,,,,0,0,,0,0.0,,,11794,3468,2018-03-28 07:25:25,,,491.0,,0,0,0,0,0,133.0,,,,,,370.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,1.0,,,PN,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3371,3469,2018-03-28,TR,Main bearing and Big end bearings shells found in satisfactory condition. Big end bearing shells has to be replaced according the Wartsila instruction manual.,6.0,41023.0,,,,0,0,,0,0.0,,,11795,3469,2018-03-28 07:25:40,,,491.0,,0,0,0,0,0,133.0,,,,,,371.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,1.0,,,WN,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
3372,3470,2018-03-28,TR,To provide the explanation about how it is installed rubber compensator on LT circuit,6.0,41023.0,,,,0,0,,0,0.0,,,11796,3470,2018-03-28 07:25:59,,,491.0,,0,0,0,0,0,133.0,,,,,,372.0,,0.0,1.0,,,,,3,,,,,,,,1,0.0,0.0,null,1.0,,,PN,,,0.0,,,,,,,,,,,,,,,28/03/2018,TR, null,0.0,15.MA0324109 SP/02853.1.S.FS1-P112 STX FRANCE,730.0,4,1,W12V46F
